note (there was some time gap)
1928 1902 09:44:53.682524 track 254 215
1929 1903 09:44:53.853219 track 243 216
1930 1904 09:44:54.000051 track 231 218
1931 1905 09:44:54.147148 track 224 220
1932 1906 09:44:54.294258 track 216 221
1933 1907 09:44:54.440898 track 208 222
1934 1908 09:44:54.587351 track 199 224
1935 13 09:44:55.148232 feed left
1936 1909 09:44:55.292725 track 192 225
1937 1910 09:44:55.464813 track 184 226
1938 1911 09:44:55.630913 track 177 227
1939 1912 09:44:55.782146 track 169 228
1940 1913 09:44:55.924968 track 136 231
1941 1914 09:44:56.101961 track 129 231
1942 1915 09:44:56.276408 track 123 231
1943 1916 09:44:56.424462 track 114 231
1944 1917 09:44:56.575360 track 105 232
1945 1918 09:44:56.726101 track 95 233
1946 1919 09:44:56.867954 track 87 233
1947 1920 09:44:57.033648 track 79 233
1948 1921 09:44:57.249031 track 70 233
1949 1922 09:44:57.415068 track 63 233
1950 1923 09:44:57.581437 track 57 234
1951 1924 09:44:57.747555 track 48 235
1952 1925 09:44:57.921741 track 45 235
1953 1926 09:44:58.123086 track 42 235
1954 1927 09:44:58.265244 track 42 236
1955 1928 09:44:58.433811 track 41 236
1956 1929 09:44:58.576499 track 45 236
1957 1930 09:44:58.719028 track 43 238
1958 1931 09:44:58.861470 track 40 240
1959 1932 09:44:59.002717 track 41 241
1960 1933 09:44:59.168518 track 38 246
1961 1934 09:44:59.333999 track 37 249
1962 1935 09:44:59.484570 track 36 251
1963 1936 09:44:59.649960 track 35 255
1964 1937 09:44:59.822443 track 35 253
1965 1938 09:44:59.995281 track 37 251
1966 1939 09:45:00.199323 track 37 252
1967 1940 09:45:00.341722 track 40 250
1968 1941 09:45:00.488370 track 44 251
1969 1942 09:45:00.657434 track 52 257
1970 1943 09:45:00.805573 track 59 259
1971 1944 09:45:00.948007 track 72 263
1972 1945 09:45:01.090644 track 80 263
1973 1946 09:45:01.258235 track 92 264
1974 1947 09:45:01.407444 track 104 262
1975 1948 09:45:01.578774 track 117 259
1976 1949 09:45:01.746977 track 127 258
1977 1950 09:45:01.913014 track 139 254
1978 1951 09:45:02.089323 track 154 248
1979 1952 09:45:02.237404 track 168 244
1980 1953 09:45:02.402853 track 178 240
1981 1954 09:45:02.578649 track 190 238
1982 1955 09:45:02.726800 track 204 235
1983 1956 09:45:02.868293 track 217 232
1984 1957 09:45:03.010531 track 231 230
1985 1958 09:45:03.178634 track 246 228
1986 1959 09:45:03.334175 track 259 226
1987 1960 09:45:03.474215 track 270 226
1988 1961 09:45:03.613838 track 282 224
1989 1962 09:45:03.784759 track 301 221
1990 1963 09:45:03.923783 track 314 220
1991 1964 09:45:04.066287 track 326 220
1992 1965 09:45:04.228460 track 343 223
1993 1966 09:45:04.376743 track 357 224
1994 1967 09:45:04.515986 track 372 225
1995 1968 09:45:04.658106 track 384 226
1996 1969 09:45:04.797230 track 394 226
1997 1970 09:45:04.963456 track 407 227
1998 13 09:45:05.538801 feed right
1999 1971 09:45:05.654605 track 416 229
2000 1972 09:45:05.795021 track 429 230
2001 1973 09:45:05.937826 track 438 231
2002 1974 09:45:06.077799 track 445 232
2003 1975 09:45:06.248088 track 489 235
2004 1976 09:45:06.398145 track 495 236
2005 1977 09:45:06.538577 track 503 237
2006 1978 09:45:06.681934 track 510 237
2007 1979 09:45:06.820962 track 516 237
2008 1980 09:45:06.960780 track 523 237
2009 1981 09:45:07.161913 track 530 237
2010 1982 09:45:07.301873 track 536 236
2011 1983 09:45:07.441043 track 541 236
2012 1984 09:45:07.581327 track 546 235
2013 1985 09:45:07.747716 track 551 235
2014 1986 09:45:07.894408 track 558 234
2015 1987 09:45:08.059550 track 558 234
2016 1988 09:45:08.235425 track 559 234
2017 1989 09:45:08.401138 track 560 233
2018 1990 09:45:08.571477 track 559 233
2019 1991 09:45:08.744080 track 557 233
2020 1992 09:45:08.915910 track 556 233
2021 1993 09:45:09.086130 track 554 233
2022 1994 09:45:09.247735 track 554 229
2023 1995 09:45:09.433646 track 551 223
2024 1996 09:45:09.577237 track 548 219
2025 1997 09:45:09.738502 track 541 215
2026 1998 09:45:09.877512 track 530 214
2027 1999 09:45:10.015746 track 523 213
2028 2000 09:45:10.158615 track 510 212
2029 2001 09:45:10.297105 track 503 212
2030 2002 09:45:10.435955 track 490 212
2031 2003 09:45:10.579035 track 483 212
2032 2004 09:45:10.717632 track 474 212
2033 2005 09:45:10.856098 track 463 211
2034 2006 09:45:10.999237 track 452 210
2035 2007 09:45:11.137512 track 442 211
2036 2008 09:45:11.276349 track 431 213
2037 2009 09:45:11.419284 track 421 216
2038 2010 09:45:11.557603 track 409 218
2039 2011 09:45:11.696849 track 401 220
2040 2012 09:45:11.834740 track 391 222
2041 2013 09:45:11.973626 track 381 226
2042 2014 09:45:12.112009 track 370 229
2043 2015 09:45:12.275973 track 361 231
2044 2016 09:45:12.438125 track 351 233
2045 2017 09:45:12.610236 track 340 234
2046 2018 09:45:12.753355 track 331 236
2047 2019 09:45:12.937990 track 323 237
2048 2020 09:45:13.120203 track 313 235
2049 2021 09:45:13.283187 track 299 230
2050 2022 09:45:13.422899 track 289 228
2051 2023 09:45:13.560496 track 281 226
2052 2024 09:45:13.698294 track 267 226
2053 2025 09:45:13.836463 track 256 227
2054 2026 09:45:13.973998 track 245 227
2055 2027 09:45:14.111734 track 236 228
2056 2028 09:45:14.249770 track 227 228
2057 2029 09:45:14.387696 track 220 228
2058 2030 09:45:14.525527 track 213 229
2059 2031 09:45:14.663622 track 206 229
2060 2032 09:45:14.801062 track 198 230
2061 14 09:45:15.371726 feed left
2062 2033 09:45:15.527119 track 189 231
2063 2034 09:45:15.665354 track 181 232
2064 2035 09:45:15.825604 track 174 232
2065 2036 09:45:15.964458 track 167 232
2066 2037 09:45:16.101804 track 135 229
2067 2038 09:45:16.239842 track 130 228
2068 2039 09:45:16.400110 track 119 225
2069 2040 09:45:16.539256 track 112 225
2070 2041 09:45:16.677483 track 101 226
2071 2042 09:45:16.815296 track 93 226
2072 2043 09:45:16.953257 track 84 227
2073 2044 09:45:17.114020 track 76 228
2074 2045 09:45:17.252485 track 69 229
2075 2046 09:45:17.412265 track 61 230
2076 2047 09:45:17.596596 track 56 231
2077 2048 09:45:17.758354 track 50 231
2078 2049 09:45:17.919525 track 46 232
2079 2050 09:45:18.058505 track 45 232
2080 2051 09:45:18.196262 track 42 232
2081 2052 09:45:18.335055 track 51 232
2082 2053 09:45:18.495031 track 48 231
2083 2054 09:45:18.633311 track 45 232
2084 2055 09:45:18.793172 track 40 236
2085 2056 09:45:18.958757 track 39 237
2086 2057 09:45:19.128310 track 40 237
2087 2058 09:45:19.301432 track 40 238
2088 2059 09:45:19.449447 track 42 237
2089 2060 09:45:19.596231 track 42 236
2090 2061 09:45:19.741918 track 41 236
2091 2062 09:45:19.911583 track 42 236
2092 2063 09:45:20.059413 track 44 236
2093 2064 09:45:20.229513 track 40 239
2094 2065 09:45:20.376690 track 43 237
2095 2066 09:45:20.522617 track 41 239
2096 2067 09:45:20.691678 track 37 243
2097 2068 09:45:20.841524 track 38 242
2098 2069 09:45:20.992074 track 39 242
2099 2070 09:45:21.166755 track 34 250
2100 2071 09:45:21.323312 track 33 251
2101 2072 09:45:21.488889 track 34 250
2102 2073 09:45:21.654088 track 35 249
2103 2074 09:45:21.796445 track 36 249
2104 2075 09:45:21.937226 track 37 250
2105 2076 09:45:22.077620 track 38 250
2106 2077 09:45:22.219173 track 39 250
2107 2078 09:45:22.359956 track 41 251
2108 2079 09:45:22.522952 track 47 254
2109 2080 09:45:22.687877 track 54 256
2110 2081 09:45:22.853095 track 62 258
2111 2082 09:45:22.995169 track 69 260
2112 2083 09:45:23.158600 track 76 259
2113 2084 09:45:23.322414 track 88 258
2114 2085 09:45:23.486023 track 98 257
2115 2086 09:45:23.626839 track 108 256
2116 2087 09:45:23.790639 track 118 254
2117 2088 09:45:23.956255 track 129 253
2118 2089 09:45:24.098448 track 145 247
2119 2090 09:45:24.239056 track 160 243
2120 2091 09:45:24.379778 track 173 239
2121 2092 09:45:24.520888 track 188 235
2122 2093 09:45:24.661253 track 201 234
2123 2094 09:45:24.801894 track 213 232
2124 2095 09:45:24.942478 track 223 231
2125 2096 09:45:25.082943 track 233 229
2126 2097 09:45:25.246417 track 242 228
2127 2098 09:45:25.388832 track 257 228
2128 2099 09:45:25.529427 track 272 228
2129 2100 09:45:25.670312 track 281 228
2130 2101 09:45:25.833942 track 294 230
2131 2102 09:45:25.974889 track 312 230
2132 2103 09:45:26.138217 track 324 230
2133 2104 09:45:26.280733 track 336 231
2134 2105 09:45:26.421329 track 353 231
2135 2106 09:45:26.562862 track 369 231
2136 2107 09:45:26.702919 track 380 231
2137 2108 09:45:26.843608 track 394 230
2138 2109 09:45:26.985697 track 404 230
2139 14 09:45:27.556083 feed right
2140 2110 09:45:27.748986 track 414 230
2141 2111 09:45:27.889610 track 424 229
2142 2112 09:45:28.031201 track 434 230
2143 2113 09:45:28.171232 track 445 230
2144 2114 09:45:28.311684 track 489 232
2145 2115 09:45:28.452308 track 504 234
2146 2116 09:45:28.593016 track 512 235
2147 2117 09:45:28.756605 track 520 235
2148 2118 09:45:28.898733 track 526 235
2149 2119 09:45:29.039111 track 533 235
2150 2120 09:45:29.203466 track 542 235
2151 2121 09:45:29.368259 track 548 235
2152 2122 09:45:29.532046 track 553 234
2153 2123 09:45:29.673621 track 549 235
2154 2124 09:45:29.813769 track 552 234
2155 2125 09:45:29.977569 track 556 234
2156 2126 09:45:30.141622 track 557 237
2157 2127 09:45:30.306249 track 558 245
2158 2128 09:45:30.470737 track 557 250
2159 2129 09:45:30.658591 track 555 254
2160 2130 09:45:30.823202 track 553 255
2161 2131 09:45:30.988084 track 552 257
2162 2132 09:45:31.152783 track 551 256
2163 2133 09:45:31.318744 track 550 257
2164 2134 09:45:31.483161 track 545 260
2165 2135 09:45:31.647680 track 540 262
2166 2136 09:45:31.811928 track 534 265
2167 2137 09:45:31.953884 track 524 265
2168 2138 09:45:32.094071 track 516 263
2169 2139 09:45:32.235485 track 506 261
2170 2140 09:45:32.375904 track 493 258
2171 2141 09:45:32.516171 track 482 255
2172 2142 09:45:32.680309 track 471 253
2173 2143 09:45:32.844814 track 461 251
2174 2144 09:45:32.986004 track 452 249
2175 2145 09:45:33.126334 track 445 247
2176 2146 09:45:33.266791 track 439 244
2177 2147 09:45:33.429961 track 427 238
2178 2148 09:45:33.572951 track 420 236
2179 2149 09:45:33.713411 track 412 232
2180 2150 09:45:33.877468 track 403 227
2181 2151 09:45:34.019597 track 392 223
2182 2152 09:45:34.183065 track 379 220
2183 2153 09:45:34.346315 track 368 219
2184 2154 09:45:34.510292 track 356 220
2185 2155 09:45:34.674642 track 343 220
2186 2156 09:45:34.815503 track 332 220
2187 2157 09:45:34.955374 track 318 222
2188 2158 09:45:35.095701 track 305 222
2189 2159 09:45:35.236886 track 293 224
2190 2160 09:45:35.377269 track 280 226
2191 2161 09:45:35.518528 track 271 227
2192 2162 09:45:35.658921 track 261 229
2193 2163 09:45:35.799517 track 252 231
2194 2164 09:45:35.941310 track 240 233
2195 2165 09:45:36.081850 track 230 233
2196 2166 09:45:36.222107 track 220 235
2197 2167 09:45:36.362417 track 212 235
2198 2168 09:45:36.526106 track 204 235
2199 2169 09:45:36.667108 track 193 236
2200 15 09:45:37.227570 feed left
2201 2170 09:45:37.345625 track 184 236
2202 2171 09:45:37.531860 track 175 236
2203 2172 09:45:37.741807 track 167 236
2204 2173 09:45:37.884692 track 155 235
2205 2174 09:45:38.025266 track 121 229
2206 2175 09:45:38.166870 track 116 227
2207 2176 09:45:38.307223 track 106 222
2208 2177 09:45:38.447835 track 99 218
2209 2178 09:45:38.587939 track 90 218
2210 2179 09:45:38.729506 track 82 219
2211 2180 09:45:38.916316 track 76 220
2212 2181 09:45:39.058148 track 69 221
2213 2182 09:45:39.221201 track 64 224
2214 2183 09:45:39.384182 track 56 226
2215 2184 09:45:39.524825 track 53 227
2216 2185 09:45:39.687641 track 50 228
2217 2186 09:45:39.828112 track 53 227
2218 2187 09:45:39.968160 track 50 229
2219 2188 09:45:40.130850 track 46 230
2220 2189 09:45:40.294429 track 42 232
2221 2190 09:45:40.458476 track 39 233
2222 2191 09:45:40.621760 track 36 235
2223 2192 09:45:40.831340 track 32 236
2224 2193 09:45:40.994658 track 33 236
2225 2194 09:45:41.181616 track 33 236
2226 2195 09:45:41.345242 track 33 236
2227 2196 09:45:41.486031 track 35 236
2228 2197 09:45:41.626099 track 43 233
2229 2198 09:45:41.766021 track 37 234
2230 2199 09:45:41.929032 track 39 233
2231 2200 09:45:42.115236 track 44 232
2232 2201 09:45:42.279160 track 44 231
2233 2202 09:45:42.419720 track 49 230
2234 2203 09:45:42.605771 track 46 229
2235 2204 09:45:42.746012 track 48 228
2236 2205 09:45:42.886300 track 46 225
2237 2206 09:45:43.026422 track 46 224
2238 2207 09:45:43.166934 track 46 221
2239 2208 09:45:43.307639 track 46 218
2240 2209 09:45:43.450163 track 50 217
2241 2210 09:45:43.612793 track 55 212
2242 2211 09:45:43.776313 track 62 209
2243 2212 09:45:43.940277 track 67 207
2244 2213 09:45:44.126692 track 72 206
2245 2214 09:45:44.267279 track 78 207
2246 2215 09:45:44.407764 track 86 207
2247 2216 09:45:44.547956 track 91 208
2248 2217 09:45:44.687891 track 95 209
2249 2218 09:45:44.828263 track 108 212
2250 2219 09:45:44.968449 track 121 215
2251 2220 09:45:45.108433 track 131 218
2252 2221 09:45:45.271600 track 144 222
2253 2222 09:45:45.435418 track 154 224
2254 2223 09:45:45.575872 track 163 227
2255 2224 09:45:45.738484 track 172 231
2256 2225 09:45:45.879182 track 185 236
2257 2226 09:45:46.018872 track 196 240
2258 2227 09:45:46.160105 track 204 243
2259 2228 09:45:46.303782 track 215 244
2260 2229 09:45:46.473398 track 229 244
2261 2230 09:45:46.617499 track 240 245
2262 2231 09:45:46.780941 track 250 245
2263 2232 09:45:46.922283 track 266 246
2264 2233 09:45:47.062438 track 273 246
2265 2234 09:45:47.202951 track 287 245
2266 2235 09:45:47.343719 track 303 243
2267 2236 09:45:47.484242 track 317 242
2268 2237 09:45:47.625051 track 329 241
2269 2238 09:45:47.770695 track 340 241
2270 2239 09:45:47.916631 track 352 241
2271 2240 09:45:48.071705 track 364 240
2272 2241 09:45:48.214181 track 380 241
2273 2242 09:45:48.355789 track 391 240
2274 2243 09:45:48.516841 track 404 240
2275 15 09:45:49.079505 feed right
2276 2244 09:45:49.237147 track 415 240
2277 2245 09:45:49.376812 track 428 239
2278 2246 09:45:49.516691 track 439 239
2279 2247 09:45:49.657124 track 450 238
2280 2248 09:45:49.796284 track 498 238
2281 2249 09:45:49.937448 track 508 238
2282 2250 09:45:50.075720 track 516 238
2283 2251 09:45:50.239313 track 521 238
2284 2252 09:45:50.403026 track 527 238
2285 2253 09:45:50.542380 track 533 238
2286 2254 09:45:50.681327 track 542 237
2287 2255 09:45:50.845850 track 547 236
2288 2256 09:45:50.985252 track 549 236
2289 2257 09:45:51.125419 track 553 235
2290 2258 09:45:51.265003 track 557 235
2291 2259 09:45:51.403503 track 559 234
2292 2260 09:45:51.544192 track 557 235
2293 2261 09:45:51.744239 track 562 234
2294 2262 09:45:51.885393 track 563 234
2295 2263 09:45:52.047273 track 562 233
2296 2264 09:45:52.210722 track 561 231
2297 2265 09:45:52.352577 track 556 222
2298 2266 09:45:52.491989 track 551 217
2299 2267 09:45:52.655575 track 542 213
2300 2268 09:45:52.819175 track 532 210
2301 2269 09:45:52.984214 track 521 208
2302 2270 09:45:53.148063 track 508 209
2303 2271 09:45:53.288339 track 496 208
2304 2272 09:45:53.428498 track 480 208
2305 2273 09:45:53.569103 track 462 210
2306 2274 09:45:53.708672 track 450 209
2307 2275 09:45:53.872209 track 434 209
2308 2276 09:45:54.012357 track 422 210
2309 2277 09:45:54.152253 track 408 212
2310 2278 09:45:54.292171 track 398 212
2311 2279 09:45:54.431530 track 383 213
2312 2280 09:45:54.571881 track 370 214
2313 2281 09:45:54.735479 track 356 215
2314 2282 09:45:54.875393 track 343 217
2315 2283 09:45:55.041107 track 332 219
2316 2284 09:45:55.211193 track 321 220
2317 2285 09:45:55.355868 track 307 222
2318 2286 09:45:55.521096 track 293 223
2319 2287 09:45:55.690588 track 282 224
2320 2288 09:45:55.835088 track 269 226
2321 2289 09:45:55.977844 track 258 227
2322 2290 09:45:56.176216 track 249 228
2323 2291 09:45:56.317647 track 239 229
2324 2292 09:45:56.490292 track 228 228
2325 2293 09:45:56.658492 track 221 227
2326 2294 09:45:56.802134 track 210 224
2327 2295 09:45:56.950034 track 199 224
2328 16 09:45:57.511525 feed left
2329 2296 09:45:57.630417 track 186 224
2330 2297 09:45:57.823773 track 172 225
2331 2298 09:45:57.966875 track 161 226
2332 2299 09:45:58.133189 track 152 227
2333 2300 09:45:58.275868 track 104 228
2334 2301 09:45:58.420208 track 98 227
2335 2302 09:45:58.564502 track 89 226
2336 2303 09:45:58.706854 track 82 226
2337 2304 09:45:58.854837 track 73 227
2338 2305 09:45:59.022290 track 67 228
2339 2306 09:45:59.195613 track 61 229
2340 2307 09:45:59.338549 track 54 230
2341 2308 09:45:59.480929 track 49 231
2342 2309 09:45:59.648371 track 44 233
2343 2310 09:45:59.817640 track 41 235
2344 2311 09:45:59.991462 track 41 236
2345 2312 09:46:00.135298 track 42 236
2346 2313 09:46:00.278838 track 44 236
2347 2314 09:46:00.424427 track 42 237
2348 2315 09:46:00.566906 track 41 238
2349 2316 09:46:00.715086 track 41 239
2350 2317 09:46:00.906876 track 37 241
2351 2318 09:46:01.055476 track 39 242
2352 2319 09:46:01.248153 track 38 251
2353 2320 09:46:01.394143 track 39 253
2354 2321 09:46:01.560132 track 41 254
2355 2322 09:46:01.704959 track 42 249
2356 2323 09:46:01.848079 track 42 249
2357 2324 09:46:02.046528 track 45 252
2358 2325 09:46:02.215201 track 51 253
2359 2326 09:46:02.358792 track 60 250
2360 2327 09:46:02.503533 track 68 248
2361 2328 09:46:02.695890 track 77 246
2362 2329 09:46:02.868403 track 88 243
2363 2330 09:46:03.013463 track 97 241
2364 2331 09:46:03.182956 track 110 239
2365 2332 09:46:03.330528 track 117 239
2366 2333 09:46:03.474145 track 128 238
2367 2334 09:46:03.646078 track 136 237
2368 2335 09:46:03.836741 track 145 237
2369 2336 09:46:03.981481 track 159 240
2370 2337 09:46:04.148461 track 173 241
2371 2338 09:46:04.293354 track 184 242
2372 2339 09:46:04.434924 track 199 244
2373 2340 09:46:04.576071 track 216 244
2374 2341 09:46:04.717847 track 227 244
2375 2342 09:46:04.861364 track 241 244
2376 2343 09:46:05.005403 track 250 244
2377 2344 09:46:05.158633 track 259 245
2378 2345 09:46:05.318046 track 272 246
2379 2346 09:46:05.465858 track 283 246
2380 2347 09:46:05.618044 track 293 247
2381 2348 09:46:05.772729 track 309 246
2382 2349 09:46:05.923284 track 321 244
2383 2350 09:46:06.082081 track 336 243
2384 2351 09:46:06.261909 track 348 242
2385 2352 09:46:06.402179 track 361 241
2386 2353 09:46:06.541897 track 375 240
2387 2354 09:46:06.680168 track 389 239
2388 2355 09:46:06.821846 track 402 238
2389 16 09:46:07.382172 feed right
2390 2356 09:46:07.498004 track 419 236
2391 2357 09:46:07.637524 track 429 235
2392 2358 09:46:07.853646 track 439 235
2393 2359 09:46:07.994693 track 448 235
2394 2360 09:46:08.157830 track 495 238
2395 2361 09:46:08.298636 track 505 238
